ITEM: TIMESTEP
2800
ITEM: NUMBER OF ATOMS
4679
ITEM: BOX BOUNDS pp pp ff
-3.0000000000000000e+00 3.0000000000000000e+00
-3.0000000000000000e+00 3.0000000000000000e+00
0.0000000000000000e+00 1.7000000000000000e+01
ITEM: ATOMS x y z radius
-0.976726 -2.73421 0.0922056 0.1
-0.729202 -2.54646 0.0971122 0.1
-0.786259 -2.73195 0.142354 0.1
-0.62586 -2.83486 0.0927563 0.1
-0.209977 -2.53971 0.394095 0.5
0.267815 -2.7527 0.0978602 0.1
0.43652 -2.8668 0.0980468 0.1
0.768609 -2.45049 0.384817 0.5
1.2927 -2.58437 0.0983813 0.1
0.173524 1.51302 4.11149 0.1
-1.43171 -1.82697 0.0952307 0.1
-1.15931 -2.26166 0.398434 0.5
-0.871897 -1.83923 0.091546 0.1
-0.155437 -2.03262 0.0884328 0.1
0.0432069 -1.88392 0.098779 0.1
0.382248 -2.08939 0.0982394 0.1
0.264951 -2.38185 0.0862525 0.1
0.0315284 -2.0955 0.0903687 0.1
0.243365 -2.10103 0.531648 0.15
0.192559 -2.00671 0.147483 0.1
0.204228 -2.1962 0.0964233 0.1
1.13224 -2.08348 0.0905508 0.1
0.854393 -1.94151 0.0915973 0.1
1.15548 -1.83918 0.0910388 0.1
1.02597 -1.95005 0.188123 0.1
1.03903 -1.91845 0.409781 0.1
1.63216 -1.99984 0.397001 0.5
1.2731 -2.35548 0.0894339 0.1
2.1433 -1.95623 0.0954214 0.1
2.24091 -1.84304 0.22804 0.1
-2.62679 -1.28353 0.0830379 0.1
-2.50837 -1.44058 0.0988154 0.1
-2.4138 -1.61396 0.094117 0.1
-2.31448 -1.38148 0.0956762 0.1
-1.9193 -1.69692 0.411568 0.5
-1.34774 -1.65762 0.236601 0.1
-1.24779 -1.75508 0.0952317 0.1
-1.2581 -1.67102 0.413504 0.1
-1.43475 -1.55111 0.0955586 0.1
-0.941849 -1.58213 0.0981518 0.1
-1.0497 -1.75442 0.0970984 0.1
-1.15042 -1.67257 0.246211 0.1
-0.422943 -1.61315 0.404332 0.5
-0.00649371 -1.19959 0.14239 0.15
0.500197 -1.54003 0.346761 0.5
0.987176 -1.74497 0.0892191 0.1
1.02767 -1.51791 0.0850364 0.1
1.14969 -1.65323 0.159556 0.1
1.13007 -1.67571 0.423065 0.1
1.04634 -1.77456 0.274836 0.1
1.32333 -1.60397 0.0848447 0.1
1.76118 -1.44371 0.0984825 0.1
2.329 -1.72182 0.0966251 0.1
2.24701 -1.23071 0.427104 0.5
1.97444 -1.62691 0.0874425 0.1
2.12204 -1.75752 0.0966355 0.1
2.56974 -1.35194 0.0303931 0.1
-1.78279 -0.898315 0.0964768 0.1
-2.39245 -0.871349 0.395315 0.5
-1.94029 -1.13095 0.0981973 0.1
-1.64177 -0.7514 0.0991042 0.1
-1.71587 -1.1228 0.0980338 0.1
-0.630378 -1.1536 0.0916531 0.1
-1.16275 -1.08073 0.347439 0.5
-0.788704 -0.693802 0.0959056 0.1
-0.663616 -0.894333 0.0928853 0.1
-0.611783 -0.857884 0.302501 0.1
-0.437991 -1.10893 0.0931656 0.1
-0.240979 -1.13438 0.0966269 0.1
-0.279903 -0.885531 0.0978448 0.1
-0.126398 -0.985659 0.164166 0.1
-0.546904 -0.683661 0.143797 0.15
-0.557867 -1.0361 0.234495 0.1
-0.00793502 -1.02456 0.318935 0.1
-0.32777 -1.02215 0.234826 0.1
-0.471306 -0.916237 0.0980044 0.1
-0.413108 -0.84689 0.2758 0.1
-0.5655 -0.68442 0.390987 0.1
0.0592338 -0.965705 0.0983269 0.1
0.209248 -1.09249 0.0924429 0.1
0.178626 -0.990437 0.258621 0.1
0.252873 -0.904853 0.0951434 0.1
0.406873 -0.7823 0.0935695 0.1
0.424836 -1.0024 0.0977069 0.1
0.360021 -0.906906 0.260691 0.1
0.555645 -0.933277 0.256783 0.1
0.478491 -0.791592 0.37229 0.1
0.593417 -0.824414 0.0938427 0.1
0.911456 -0.805843 0.0842402 0.1
1.04416 -0.659841 0.0984237 0.1
0.814996 -0.979353 0.0929817 0.1
0.710069 -0.646134 0.0950535 0.1
0.576354 -0.684757 0.236092 0.1
0.726859 -0.994036 0.336139 0.1
0.622899 -1.01825 0.0933776 0.1
0.852427 -0.69749 0.217529 0.1
0.737863 -0.84792 0.215492 0.1
0.560878 -0.953066 0.454244 0.1
1.31023 -1.10623 0.395641 0.5
1.7048 -0.768384 0.0979638 0.1
1.23147 -0.596074 0.0958024 0.1
1.93319 -0.725915 0.24268 0.1
2.26431 -0.745212 0.0889027 0.1
1.91228 -0.857888 0.0971724 0.1
1.80559 -1.02182 0.087718 0.1
2.06813 -0.737366 0.0982374 0.1
2.57492 -0.851522 0.0989196 0.1
2.70925 -1.0224 0.0982574 0.1
2.77185 -0.803501 0.0986365 0.1
-2.89119 -0.157 0.1176 0.1
-2.84493 0.24068 0.0975763 0.1
-2.38269 0.229334 0.152035 0.1
-1.81246 -0.569528 0.148405 0.15
-2.29836 -0.281484 0.123948 0.1
-2.10802 -0.405134 0.101813 0.1
-1.40339 -0.31917 0.0974175 0.1
-1.38652 -0.53999 0.0987676 0.1
-0.869684 -0.16738 0.366461 0.5
-0.359283 -0.0248181 0.0949772 0.1
0.00760452 -0.422427 0.340869 0.5
