ITEM: TIMESTEP
1000
ITEM: NUMBER OF ATOMS
1719
ITEM: BOX BOUNDS pp pp ff
-3.0000000000000000e+00 3.0000000000000000e+00
-3.0000000000000000e+00 3.0000000000000000e+00
0.0000000000000000e+00 1.7000000000000000e+01
ITEM: ATOMS x y z radius
-0.949174 -2.75024 0.111889 0.1
-0.720615 -2.60759 0.102216 0.1
-0.18873 -2.56058 0.45196 0.5
0.764009 -2.45532 0.462982 0.5
1.29869 -2.60166 0.107174 0.1
-1.12677 -2.26865 0.465721 0.5
0.199859 -1.96503 0.101844 0.1
0.437684 -2.10268 0.10129 0.1
0.0850097 -2.00905 0.263991 0.1
0.23842 -2.30683 0.0993479 0.1
0.316878 -2.10361 0.257921 0.1
1.03143 -2.00023 0.103983 0.1
1.04086 -1.88651 0.281595 0.1
1.62666 -1.98909 0.446608 0.5
1.25955 -2.38115 0.0928875 0.1
2.17459 -1.924 0.117197 0.1
2.18287 -1.81703 0.264862 0.1
-2.60773 -1.25963 0.098177 0.1
-2.47625 -1.44652 0.511092 0.1
-2.51423 -1.38048 0.230678 0.1
-2.29524 -1.37273 0.112866 0.1
-1.8982 -1.67876 0.457907 0.5
-1.28677 -1.73247 0.207651 0.1
-0.837105 -1.64625 0.100169 0.1
-0.529656 -1.22983 0.109154 0.1
-0.362895 -1.66857 0.469951 0.5
0.0206116 -1.23947 0.143228 0.15
0.534024 -1.55892 0.437084 0.5
1.12404 -1.6767 0.538982 0.1
1.00012 -1.50932 0.0870024 0.1
1.18474 -1.64463 0.160813 0.1
0.97219 -1.77513 0.103789 0.1
2.24127 -1.23002 0.455211 0.5
2.01877 -1.70833 0.0985513 0.1
1.80547 -1.51381 0.0942148 0.1
2.84383 -1.79104 0.32092 0.1
2.9889 -1.47072 0.429002 0.1
2.58079 -1.36986 0.0535158 0.1
-1.85145 -0.939352 0.134282 0.1
-2.35806 -0.857067 0.45175 0.5
-1.80298 -1.06169 0.463538 0.1
-1.42167 -0.724833 0.120153 0.1
-1.74893 -0.630074 0.189634 0.15
-1.76636 -1.17482 0.137986 0.1
-1.10347 -1.12468 0.405803 0.5
-0.77681 -0.737385 0.0925678 0.1
-0.448434 -1.0557 0.336002 0.1
-0.442371 -1.00847 0.103068 0.1
-0.18108 -1.01957 0.189506 0.1
-0.344168 -0.885173 0.257948 0.1
-0.210788 -0.973027 0.571635 0.1
-0.506624 -0.772038 0.3711 0.1
-0.543062 -0.730712 0.140596 0.15
-0.523636 -1.01532 0.515095 0.1
-0.0948877 -1.05753 0.435504 0.1
-0.403155 -0.812854 0.523546 0.1
0.00715917 -0.974437 0.0986345 0.1
0.0509367 -1.19279 0.419628 0.1
0.507553 -0.945282 0.339134 0.1
0.586159 -0.705729 0.247979 0.1
0.192416 -1.05322 0.391948 0.1
0.468174 -0.923185 0.0913564 0.1
0.311321 -1.12748 0.0911927 0.1
0.821227 -0.878989 0.112595 0.1
0.899586 -0.706992 0.159435 0.1
0.729921 -1.08175 0.10045 0.1
0.685086 -1.00394 0.29566 0.1
1.30821 -1.0984 0.367699 0.5
1.75428 -0.78919 0.133672 0.1
2.0196 -0.617994 0.541654 0.1
2.14083 -0.744832 0.14245 0.1
1.97603 -0.714456 0.325475 0.1
1.82918 -0.998953 0.104312 0.1
2.68095 -0.839863 0.0939724 0.1
2.72514 -0.917381 0.268448 0.1
-2.76885 -0.335639 0.149963 0.1
-2.88922 -0.0519547 0.281211 0.1
-2.40516 -0.127534 0.299684 0.1
-2.35348 -0.284883 0.21605 0.1
-1.62256 -0.445451 0.101281 0.1
-0.858538 -0.228402 0.426068 0.5
-0.395538 -0.0640172 0.0980735 0.1
-0.207765 -0.0106491 0.154013 0.1
0.0886551 -0.467115 0.445982 0.5
0.929276 -0.230173 0.135694 0.1
0.687276 -0.238823 0.391127 0.1
0.912205 -0.516595 0.369479 0.1
0.795359 -0.511211 0.105577 0.1
0.604223 -0.225205 0.114176 0.1
0.96695 -0.476822 0.144239 0.1
1.11674 -0.159215 0.0923477 0.1
0.942632 -0.132261 0.451725 0.1
1.08513 -0.49725 0.36726 0.1
1.60934 -0.218086 0.450615 0.5
1.20829 -0.490034 0.0911069 0.1
2.03408 -0.472976 0.127037 0.1
2.54317 -0.356465 0.434763 0.5
-2.5604 0.256692 0.102215 0.1
-1.88291 0.504118 0.106972 0.1
-1.75697 0.0348756 0.441365 0.5
-1.2512 0.381492 0.354151 0.1
-1.32542 0.347915 0.104348 0.1
-1.46965 0.478547 0.101669 0.1
-1.2352 0.316367 0.583246 0.1
-0.996797 0.311195 0.107631 0.1
-1.07148 0.413399 0.587938 0.1
-1.19572 0.23593 0.227611 0.1
-1.17589 0.509854 0.200979 0.1
-0.223906 0.116156 0.448838 0.1
0.290614 0.37895 0.45988 0.5
0.0305072 0.000103118 0.0859591 0.1
1.15163 0.550187 0.383741 0.5
0.865406 0.00208782 0.218932 0.15
1.74803 0.293363 0.0868797 0.1
1.94571 0.495881 0.123626 0.1
2.36372 0.277835 0.0858066 0.1
2.23578 0.160075 0.332752 0.1
2.27833 0.112266 0.113475 0.1
1.94425 0.180071 0.115362 0.1
2.11644 0.234474 0.5605 0.1
1.9481 0.311263 0.364554 0.1
2.86936 0.190083 0.0861999 0.1
2.62868 0.246194 0.0982821 0.1
2.71937 0.246291 0.372065 0.1
2.79938 0.211278 0.569524 0.1
-2.4422 0.725473 0.464475 0.5
-1.51827 1.00364 0.435109 0.5
-0.608565 0.689869 0.396026 0.5
-1.10857 0.751379 0.0923872 0.1
-1.00865 1.08844 0.141051 0.1
-0.296925 1.16931 0.577634 0.1
-0.201345 1.14741 0.0899161 0.1
0.14046 0.965078 0.084387 0.1
0.0127142 0.852363 0.190006 0.1
0.112336 1.13626 0.166997 0.1
0.736311 0.878522 0.119678 0.1
1.10329 1.09198 0.586771 0.1
1.82715 0.686597 0.228084 0.15
2.44424 0.768961 0.436778 0.5
-2.47772 1.40374 0.117551 0.1
-2.58304 1.27534 0.247989 0.1
-2.04728 1.69471 0.120825 0.1
-2.07985 1.7089 0.464266 0.1
-2.27509 1.74957 0.16298 0.1
-2.1892 1.40799 0.149735 0.1
-2.03515 1.20109 0.177056 0.1
-1.92306 1.46288 0.250736 0.1
-2.16443 1.30799 0.338253 0.1
-2.19225 1.60205 0.337584 0.1
-0.757363 1.58736 0.401631 0.5
-0.240122 1.34563 0.156354 0.1
-0.138471 1.76503 0.163874 0.1
-0.124872 1.54156 0.0856146 0.1
-0.0796999 1.47796 0.327933 0.15
-0.183394 1.39113 0.529237 0.1
0.0763066 1.41605 0.105786 0.1
1.06443 1.74963 0.298025 0.1
0.611628 1.42141 0.373542 0.5
1.16518 1.71009 0.107818 0.1
1.71595 1.32056 0.46787 0.5
1.24623 1.36447 0.0963377 0.1
1.20223 1.61863 0.516316 0.1
2.30256 1.78176 0.0845068 0.1
2.14718 1.75178 0.582523 0.1
2.42527 1.37843 0.361957 0.1
2.55077 1.36131 0.111874 0.1
-2.02963 1.90784 0.101572 0.1
-2.12908 1.97409 0.252035 0.1
-1.51246 2.07582 0.433061 0.5
-0.99954 2.19489 0.102885 0.1
-0.931468 2.13359 0.575674 0.1
-0.0911214 1.96859 0.158723 0.1
-0.258778 2.07378 0.0882769 0.1
0.440398 1.99059 0.142034 0.1
0.0901969 1.89569 0.192606 0.1
0.26379 1.98317 0.298508 0.1
0.161801 2.06982 0.0908647 0.1
0.844883 2.13941 0.123214 0.15
0.910726 1.84282 0.0950305 0.1
0.811158 1.97718 0.282339 0.1
0.784705 2.00963 0.510656 0.15
1.39376 2.18799 0.441886 0.5
1.76225 1.82118 0.131757 0.1
2.01083 1.92021 0.490383 0.1
2.09226 2.01087 0.131152 0.1
2.61392 1.98818 0.506082 0.15
2.69001 2.32789 0.361868 0.1
-1.11027 2.62504 0.214522 0.1
-1.06698 2.40083 0.167715 0.1
-0.523199 2.51073 0.380385 0.5
-0.0334129 2.87513 0.48747 0.1
0.459501 2.54787 0.452858 0.5
1.1471 2.61729 0.10286 0.1
1.03608 2.70785 0.341006 0.1
-1.39269 -2.54573 0.94699 0.1
-1.19264 -2.59227 1.08612 0.1
-1.08623 -2.68573 0.968064 0.1
