ITEM: TIMESTEP
4700
ITEM: NUMBER OF ATOMS
6990
ITEM: BOX BOUNDS pp pp ff
-3.0000000000000000e+00 3.0000000000000000e+00
-3.0000000000000000e+00 3.0000000000000000e+00
0.0000000000000000e+00 1.7000000000000000e+01
ITEM: ATOMS x y z radius
-0.970573 -2.73793 0.0951635 0.1
-0.728176 -2.54422 0.0959214 0.1
-0.781366 -2.72864 0.141791 0.1
-0.626096 -2.83646 0.0928854 0.1
-0.210604 -2.54156 0.392776 0.5
0.293476 -2.70876 0.0985303 0.1
0.431638 -2.8635 0.0985829 0.1
0.190417 -2.89034 0.0973644 0.1
0.767467 -2.45254 0.384188 0.5
1.45094 -2.49026 0.0987772 0.1
1.40137 2.55681 3.73308 0.1
-1.43201 -1.82765 0.0946065 0.1
-1.16016 -2.26371 0.397448 0.5
-0.872913 -1.84252 0.0899796 0.1
-0.607816 -2.14997 0.595846 0.1
-0.155173 -2.03457 0.0870049 0.1
0.0543767 -1.86871 0.098412 0.1
0.374137 -2.07626 0.0982539 0.1
0.264558 -2.38359 0.0856658 0.1
0.0312952 -2.09732 0.0899442 0.1
0.241493 -2.1037 0.529008 0.15
0.191523 -2.00894 0.146171 0.1
0.203972 -2.19794 0.0975692 0.1
1.13137 -2.08412 0.0907341 0.1
0.854956 -1.94258 0.0916836 0.1
1.15467 -1.84011 0.0910669 0.1
1.02529 -1.95113 0.188977 0.1
1.03725 -1.91961 0.409002 0.1
1.63052 -2.00055 0.397557 0.5
1.2724 -2.35614 0.0892957 0.1
2.14487 -1.95339 0.0970713 0.1
2.2439 -1.83981 0.228507 0.1
-2.62771 -1.28409 0.082202 0.1
-2.50931 -1.44134 0.0984935 0.1
-2.41425 -1.61466 0.0938576 0.1
-2.31924 -1.38482 0.0956887 0.1
-1.9202 -1.69789 0.409836 0.5
-1.34967 -1.6623 0.234414 0.1
-1.24755 -1.75752 0.0945941 0.1
-1.2592 -1.67332 0.410489 0.1
-1.43601 -1.5547 0.0938606 0.1
-0.943914 -1.58592 0.0984137 0.1
-1.04949 -1.75714 0.0968147 0.1
-1.15213 -1.67332 0.242595 0.1
-1.01946 -1.68147 0.38766 0.1
-0.425309 -1.61774 0.399864 0.5
0.497937 -1.54285 0.344289 0.5
0.987108 -1.74591 0.0888108 0.1
1.02695 -1.51861 0.0853165 0.1
1.14856 -1.65409 0.160532 0.1
1.12745 -1.67642 0.42379 0.1
1.04408 -1.7752 0.275071 0.1
1.32208 -1.60467 0.0851646 0.1
1.69906 -1.47895 0.0985049 0.1
2.33519 -1.72038 0.0974626 0.1
2.24506 -1.23056 0.428994 0.5
1.97322 -1.62676 0.0888091 0.1
2.12301 -1.75529 0.0973793 0.1
2.5693 -1.35109 0.03138 0.1
-2.396 -0.873 0.394022 0.5
-1.95787 -1.17547 0.0986235 0.1
-1.86144 -0.922275 0.0982691 0.1
-1.56869 -0.630623 0.0982151 0.1
-1.72151 -1.19801 0.098665 0.1
-0.631982 -1.1528 0.0930069 0.1
-1.16721 -1.08576 0.342335 0.5
-0.790479 -0.697986 0.0941371 0.1
-0.66671 -0.895069 0.0922679 0.1
-0.614841 -0.85939 0.306273 0.1
-0.00879992 -1.20103 0.142276 0.15
-0.439582 -1.10999 0.0934848 0.1
-0.243049 -1.1361 0.0963324 0.1
-0.28347 -0.884752 0.0943198 0.1
-0.128013 -0.985564 0.156413 0.1
-0.550045 -0.685344 0.142856 0.15
-0.558407 -1.03545 0.234422 0.1
-0.0142808 -1.02332 0.31489 0.1
-0.328457 -1.02169 0.233147 0.1
-0.474342 -0.917405 0.0978891 0.1
-0.414507 -0.847451 0.27282 0.1
-0.523813 -0.702788 0.388787 0.1
0.0590245 -0.967386 0.095882 0.1
0.207245 -1.09541 0.0920851 0.1
0.174414 -0.993401 0.256895 0.1
0.249954 -0.90747 0.0934389 0.1
0.403024 -0.784929 0.0915967 0.1
0.425077 -1.00139 0.0981731 0.1
0.357688 -0.904028 0.258737 0.1
0.553463 -0.935178 0.255713 0.1
0.478517 -0.790484 0.368945 0.1
0.588975 -0.8275 0.0927901 0.1
0.550074 -0.680463 0.220167 0.1
0.560247 -0.956354 0.452264 0.1
0.909012 -0.808934 0.0828948 0.1
1.04265 -0.662446 0.0976968 0.1
0.814446 -0.983497 0.0931946 0.1
0.704461 -0.63972 0.0965861 0.1
0.726563 -0.998058 0.331376 0.1
0.622799 -1.0206 0.0927576 0.1
0.848634 -0.702018 0.214203 0.1
0.73353 -0.851124 0.21226 0.1
0.748964 -0.954801 0.517081 0.1
1.30854 -1.10727 0.396256 0.5
1.72457 -0.764627 0.0982777 0.1
1.93227 -0.725537 0.244313 0.1
2.26287 -0.744766 0.0901284 0.1
1.91086 -0.856083 0.0973666 0.1
1.80504 -1.02163 0.0893852 0.1
2.06623 -0.734208 0.0982874 0.1
2.58871 -0.859447 0.0982191 0.1
