ITEM: TIMESTEP
1300
ITEM: NUMBER OF ATOMS
2194
ITEM: BOX BOUNDS pp pp ff
-3.0000000000000000e+00 3.0000000000000000e+00
-3.0000000000000000e+00 3.0000000000000000e+00
0.0000000000000000e+00 1.7000000000000000e+01
ITEM: ATOMS x y z radius
-0.892084 -2.73251 0.128608 0.1
-0.746126 -2.53252 0.0995369 0.1
-0.201497 -2.52143 0.460092 0.5
0.761195 -2.43118 0.44075 0.5
1.47203 -2.48194 0.100416 0.1
-1.14189 -2.2473 0.440293 0.5
0.00020513 -1.84483 0.109617 0.1
0.36999 -2.06751 0.125181 0.1
-0.170653 -2.00219 0.0976458 0.1
0.252001 -2.37087 0.106692 0.1
0.016612 -2.09255 0.101787 0.1
1.07578 -2.02751 0.109713 0.1
0.908672 -1.86153 0.0865303 0.1
1.62189 -1.98277 0.441544 0.5
1.24235 -2.32931 0.0971714 0.1
2.10702 -1.98604 0.0966458 0.1
2.29297 -1.7501 0.096371 0.1
-2.61292 -1.28158 0.0911457 0.1
-2.51206 -1.44112 0.16761 0.1
-2.39723 -1.58744 0.0965441 0.1
-2.31274 -1.361 0.0984451 0.1
-1.90308 -1.68123 0.432508 0.5
-1.3788 -1.68548 0.0930992 0.1
-0.957856 -1.60327 0.138643 0.1
-0.641762 -1.17876 0.0931881 0.1
-0.43942 -1.58894 0.48759 0.5
-0.0479168 -1.20518 0.144526 0.15
0.488432 -1.51462 0.427916 0.5
1.0496 -1.66048 0.232588 0.1
1.00767 -1.51985 0.0978442 0.1
1.21395 -1.57102 0.0995343 0.1
1.12481 -1.81108 0.097007 0.1
2.23554 -1.22138 0.469341 0.5
2.0292 -1.68927 0.0994988 0.1
1.82359 -1.47649 0.0991711 0.1
1.36884 1.36426 2.67188 0.1
1.24575 2.14762 2.95178 0.1
2.55881 -1.35388 0.0492286 0.1
-1.87365 -0.954394 0.0983665 0.1
-2.37553 -0.851176 0.416226 0.5
-1.73794 -0.942285 0.241975 0.1
-1.66327 -0.448337 0.0908437 0.1
-1.71746 -0.701458 0.154965 0.15
-1.7853 -1.18508 0.106508 0.1
-1.16618 -1.03581 0.423477 0.5
-0.794499 -0.681678 0.104951 0.1
-0.491592 -1.05415 0.111703 0.1
-0.668464 -0.95381 0.102869 0.1
-0.288912 -1.08027 0.105034 0.1
-0.288256 -0.875606 0.0940068 0.1
-0.196076 -0.945412 0.267598 0.1
-0.612254 -0.787921 0.382581 0.1
-0.525344 -0.71392 0.149356 0.15
-0.562097 -1.02316 0.319807 0.1
-0.0601555 -0.931431 0.112732 0.1
-0.210018 -1.00072 0.463483 0.1
0.144667 -0.908341 0.129308 0.1
0.0714342 -0.993898 0.380945 0.1
0.456266 -0.88625 0.28635 0.1
0.537108 -0.567087 0.0966228 0.1
0.275824 -0.952057 0.352745 0.1
0.434332 -0.781405 0.117748 0.1
0.337284 -0.977217 0.101188 0.1
0.78936 -0.896496 0.104047 0.1
0.98463 -0.678164 0.0978518 0.1
0.611994 -0.999093 0.114107 0.1
0.62591 -0.808491 0.149018 0.1
1.30373 -1.09382 0.449952 0.5
1.781 -0.777834 0.228533 0.1
2.03716 -0.653266 0.488444 0.1
2.21191 -0.7213 0.123316 0.1
1.92245 -0.769944 0.0937043 0.1
1.81067 -0.965505 0.136898 0.1
2.51036 -0.810294 0.0952581 0.1
2.71186 -0.964447 0.151707 0.1
-2.75454 -0.455505 0.105213 0.1
-2.82883 0.0980908 0.139344 0.1
-2.87798 0.40097 0.258029 0.1
-2.15505 -0.247917 0.0979116 0.1
-1.24712 -0.512031 0.0956664 0.1
-0.868787 -0.141013 0.438858 0.5
-0.516188 0.270895 0.122249 0.1
-0.329083 0.350532 0.098602 0.1
0.00659425 -0.404981 0.415038 0.5
1.05968 -0.280658 0.106598 0.1
0.876885 -0.183158 0.0975819 0.1
0.752672 -0.606309 0.131285 0.1
0.659872 -0.382104 0.0970157 0.1
0.526957 -0.136893 0.108481 0.1
0.88846 -0.388151 0.111599 0.1
0.941724 0.0518883 0.101439 0.1
1.08906 -0.0865894 0.0934817 0.1
1.08332 -0.494799 0.101244 0.1
1.62499 -0.206589 0.392709 0.5
1.26675 -0.595977 0.0971962 0.1
2.02573 -0.566034 0.0958627 0.1
2.54666 -0.325076 0.438209 0.5
-2.44627 0.272894 0.100424 0.1
-1.93214 0.58881 0.0993911 0.1
-1.76697 0.0877243 0.443606 0.5
-1.26004 0.456017 0.195559 0.1
-1.4291 0.447408 0.100917 0.1
-1.59328 0.553874 0.0990393 0.1
-1.35642 0.531157 0.422867 0.1
-1.09641 0.42562 0.0943178 0.1
-1.2594 0.606709 0.593097 0.1
-1.22696 0.222769 0.115669 0.1
-1.32284 0.62562 0.120655 0.1
-0.342629 0.0417625 0.164405 0.1
0.160742 0.467193 0.422859 0.5
-0.158418 0.0793694 0.0983435 0.1
1.07053 0.550498 0.404638 0.5
0.690276 0.0476533 0.142232 0.15
1.59638 0.407511 0.10492 0.1
2.08691 0.357811 0.097665 0.1
2.51154 0.20862 0.101987 0.1
2.22469 0.193036 0.108506 0.1
2.09038 0.0251372 0.100999 0.1
1.988 0.192509 0.117743 0.1
2.10409 0.175175 0.32015 0.1
1.79801 0.399125 0.088243 0.1
2.88016 0.0818848 0.0942717 0.1
2.71066 0.193943 0.0974072 0.1
2.86068 0.394306 0.10131 0.1
2.82925 0.250581 0.244719 0.1
-2.44434 0.757959 0.447017 0.5
-1.56886 1.08504 0.401354 0.5
-0.700549 0.749028 0.431131 0.5
-1.18348 0.760134 0.0926015 0.1
-1.03907 1.1784 0.101261 0.1
-0.320981 1.38779 0.0955302 0.1
-0.259291 1.0029 0.103063 0.1
0.38653 0.901051 0.0932528 0.1
0.129359 0.994752 0.139506 0.1
-0.1257 0.968882 0.268213 0.1
0.551228 0.790038 0.0932015 0.1
1.06131 1.1393 0.605175 0.1
1.79252 0.648038 0.162238 0.15
2.4428 0.697554 0.451909 0.5
-2.43374 1.53577 0.111334 0.1
-2.5542 1.37676 0.124898 0.1
-1.68364 1.63274 0.0992888 0.1
-2.05761 1.65444 0.166809 0.1
-1.88577 1.76168 0.102995 0.1
-2.36184 1.30455 0.0947058 0.1
-2.03266 1.46462 0.106366 0.1
-1.87018 1.59491 0.206286 0.1
-2.23141 1.45762 0.119916 0.1
-2.245 1.73232 0.095335 0.1
-0.769924 1.63625 0.402536 0.5
-0.277375 1.19197 0.158414 0.1
-0.242588 1.94724 0.165937 0.1
-0.0209806 1.94447 0.0980609 0.1
-0.117389 1.54638 0.155037 0.15
0.00377728 1.08453 0.360512 0.1
-0.045305 1.23456 0.112389 0.1
1.05455 1.65814 0.268204 0.1
0.542593 1.36968 0.412087 0.5
1.24902 1.57888 0.111655 0.1
1.68305 1.28064 0.457657 0.5
1.17934 1.11704 0.0929687 0.1
1.05988 1.27831 0.125536 0.1
2.24141 1.84315 0.114937 0.1
1.37321 0.226336 3.95353 0.1
2.58647 1.17491 0.107457 0.1
2.23767 1.64535 0.145806 0.1
-2.03206 2.06259 0.09923 0.1
-2.07661 1.86321 0.101518 0.1
-1.52874 2.09953 0.449987 0.5
-0.936924 2.14161 0.095627 0.1
-0.919089 2.16695 0.634716 0.1
-0.0209918 2.35591 0.106992 0.1
-0.148624 2.11185 0.110125 0.1
0.532112 1.95901 0.147916 0.1
0.0663194 1.74588 0.106386 0.1
0.0706484 2.1348 0.10621 0.1
0.312844 1.9542 0.0978927 0.1
0.766273 2.05945 0.145009 0.15
1.02721 1.58216 0.0923573 0.1
0.961062 1.8394 0.115319 0.1
0.756928 1.96866 0.44518 0.15
1.35809 2.17423 0.414997 0.5
1.70883 1.78834 0.101798 0.1
1.91099 1.96606 0.122662 0.1
2.10847 1.98255 0.101835 0.1
0.565403 1.35104 2.80467 0.1
-0.299809 -2.18503 3.1294 0.1
-1.28375 2.5685 0.0954831 0.1
-1.03413 2.52791 0.0971745 0.1
-0.50856 2.53465 0.418353 0.5
-0.0259917 2.86439 0.262027 0.1
0.45944 2.53001 0.463745 0.5
1.17157 2.64317 0.102463 0.1
0.906985 2.73504 0.0967261 0.1
-1.5503 -2.45722 0.816208 0.1
-1.02171 -2.71832 0.784652 0.1
-0.802798 -2.75185 0.574491 0.1
0.298225 -2.89066 0.50429 0.1
-2.24878 -1.83422 0.894655 0.1
-2.07395 -2.02313 0.892821 0.1
-1.30944 -1.69626 0.747923 0.1
-0.629092 -2.11512 0.715637 0.1
-0.937998 -1.91745 0.973453 0.15
-1.1582 -1.6566 0.622777 0.1
0.128628 -1.99648 0.707888 0.15
0.226382 -2.02911 0.28767 0.1
0.202456 -2.1764 0.0922577 0.1
1.01174 -1.84259 0.309081 0.1
0.873756 -1.84141 0.791515 0.1
2.30128 -1.76576 0.68523 0.1
2.1863 -1.89863 0.281081 0.1
2.19755 -1.82074 0.529521 0.1
0.901486 -0.52694 3.03571 0.1
-1.18612 -1.6342 0.106278 0.1
-1.49703 -1.50631 0.834179 0.1
-1.81453 -1.07346 0.403074 0.1
-1.28045 -1.6205 0.454618 0.1
-1.6089 -1.20687 0.765875 0.1
-1.1069 -1.63791 0.276359 0.1
-1.00568 -1.35251 1.28897 0.5
-0.728022 -2.01627 0.858466 0.1
-0.49813 -1.12427 1.04044 0.15
0.113354 -1.63366 0.893616 0.1
0.396604 -0.875425 0.54249 0.1
1.11858 -1.66949 0.442475 0.1
1.07882 -1.59941 0.69384 0.1
1.0221 -1.83393 0.639902 0.1
0.698016 -0.703002 0.34805 0.1
1.72222 -1.45802 1.24231 0.5
-2.80742 -0.601043 0.759518 0.1
-2.66622 -1.06631 0.894198 0.1
-2.41616 -0.702846 1.00612 0.1
-1.68238 -0.63935 1.04596 0.5
-0.390117 -0.986289 0.567765 0.1
-1.17002 -0.525323 0.775472 0.1
-0.413814 -0.915177 0.232344 0.1
-0.578345 -0.921733 0.527185 0.1
0.0892352 -0.964872 1.08722 0.5
0.834416 -1.11239 0.839036 0.1
0.674425 -0.996457 0.809926 0.1
0.585996 -0.88394 0.598941 0.1
1.97734 -0.66621 0.265474 0.1
2.63455 -1.23226 0.905043 0.1
2.72336 -0.865888 0.70098 0.1
-2.57021 -0.0597271 0.88028 0.5
-2.11335 -0.397006 0.743934 0.15
-1.23466 0.363708 0.569918 0.1
-2.09857 0.16511 1.79737 0.1
-0.380652 0.215458 0.357949 0.1
-0.613784 -0.723494 0.572928 0.1
-0.269574 0.0869825 0.634179 0.1
-0.35907 -0.0488325 0.745642 0.1
1.07698 0.175991 0.890657 0.1
0.814642 -0.386265 0.844544 0.5
0.461457 -0.043766 0.273754 0.1
2.06351 0.214756 0.568003 0.1
2.08662 -0.0771932 0.94595 0.1
2.83506 -0.56702 0.936707 0.1
-1.89836 0.638226 0.650715 0.1
-2.16737 0.38659 0.804902 0.1
-1.06625 0.716331 0.951311 0.1
-1.17505 0.88983 0.793253 0.1
-1.16963 0.375036 0.344203 0.1
-1.21347 0.639745 0.781678 0.1
-0.708586 0.41588 1.3241 0.5
-0.178128 0.378531 0.922157 0.1
0.575417 0.842569 0.686045 0.1
-0.462745 0.193635 0.715482 0.1
0.660309 0.187798 0.690412 0.1
0.59236 0.603714 0.84318 0.1
0.963828 -0.0916893 0.244718 0.1
0.653164 0.124074 0.38712 0.1
1.30147 0.014942 0.900002 0.15
1.69835 0.47434 1.02574 0.5
2.54775 0.163409 1.24537 0.5
-2.61975 1.25758 0.713678 0.1
-2.25327 1.49277 0.313731 0.1
-2.44152 1.37777 0.376594 0.1
-2.20573 1.19814 0.676442 0.1
-1.01374 1.38817 1.24628 0.5
-0.70605 0.94316 1.00424 0.1
-0.302681 0.502095 0.813919 0.1
-0.0782489 1.06134 1.10043 0.5
0.889057 1.00334 1.18155 0.5
1.33754 0.926309 0.790657 0.1
2.37995 1.37142 0.468269 0.1
-2.02665 1.55485 1.06514 0.5
-1.52749 1.26195 1.00458 0.1
-1.32278 1.5761 0.610134 0.1
-1.41863 1.64889 0.859769 0.15
-1.48093 1.41396 0.887633 0.1
-1.50659 1.85541 0.989839 0.1
-0.850418 1.86142 0.933784 0.1
-0.655993 1.83511 0.951491 0.1
0.508884 1.43631 1.01693 0.1
1.09848 1.40401 0.606322 0.1
1.30504 1.6412 0.758548 0.1
1.81622 1.06967 1.00352 0.1
1.10729 1.46882 0.241005 0.1
1.43656 1.12931 1.01097 0.1
2.32787 1.40181 0.176056 0.15
2.32228 1.52652 0.656774 0.1
2.32317 1.73995 0.321575 0.1
2.44423 1.5475 0.334333 0.1
-1.93662 2.1299 0.882996 0.1
-1.55206 2.41115 1.15312 0.1
-1.51859 2.46491 0.914629 0.1
-1.47835 2.10107 1.03572 0.1
-1.72693 2.34526 0.969775 0.1
-1.18298 1.87219 0.908283 0.15
-0.942297 2.36717 1.20084 0.5
-0.653628 2.01243 0.834326 0.1
-0.999677 2.03059 0.745218 0.1
-0.0589823 1.90251 0.883336 0.5
-0.471759 2.25681 0.940573 0.1
0.668539 2.81389 0.946973 0.1
0.0506327 2.76447 0.914437 0.1
0.833857 1.94784 1.11415 0.5
1.93265 1.88576 0.597975 0.1
2.00877 1.84206 0.247748 0.1
1.93054 2.11266 0.255087 0.1
-0.00378827 2.90167 0.491455 0.1
-0.575282 2.85204 0.923464 0.1
0.332257 2.85558 0.951623 0.1
-0.0276997 2.53744 0.81858 0.1
0.0402938 2.88661 0.713935 0.1
1.2343 2.57013 0.930435 0.15
1.00756 2.63453 0.24686 0.1
1.08015 2.70189 0.445812 0.1
-0.712662 -2.4641 1.26026 0.5
-1.26843 -2.47817 0.982384 0.1
-0.150089 -2.42037 1.61065 0.1
-0.134126 -2.86131 1.48688 0.1
-0.100111 -2.85073 0.990044 0.1
-0.314874 -2.88996 1.02433 0.1
0.326363 -2.518 1.26056 0.5
1.05522 -2.6493 1.73484 0.15
0.960613 -2.71394 0.940814 0.1
-1.57825 -2.04986 1.26518 0.5
-0.652219 -1.88151 1.02176 0.1
-0.982349 -1.92793 1.43597 0.1
-0.171051 -1.74503 1.43449 0.5
-0.208773 -2.76935 1.21991 0.1
0.564023 -2.08658 1.61858 0.1
1.31089 -1.76078 1.66327 0.1
1.26895 -2.29335 1.24827 0.5
