ITEM: TIMESTEP
1700
ITEM: NUMBER OF ATOMS
2879
ITEM: BOX BOUNDS pp pp ff
-3.0000000000000000e+00 3.0000000000000000e+00
-3.0000000000000000e+00 3.0000000000000000e+00
0.0000000000000000e+00 1.7000000000000000e+01
ITEM: ATOMS x y z radius
-0.937348 -2.72611 0.101996 0.1
-0.726061 -2.63136 0.10885 0.1
-0.209082 -2.53518 0.412626 0.5
0.761343 -2.4441 0.405331 0.5
1.40945 -2.50737 0.0990211 0.1
-1.14865 -2.25491 0.408601 0.5
0.0598281 -1.85334 0.0993055 0.1
0.393997 -2.08001 0.100456 0.1
-0.152701 -2.02669 0.0958272 0.1
0.26316 -2.37926 0.0915165 0.1
0.029696 -2.09276 0.0961569 0.1
1.12245 -2.07556 0.101608 0.1
0.842613 -1.93835 0.0963703 0.1
1.62212 -1.99617 0.420254 0.5
1.262 -2.3411 0.0949576 0.1
2.13677 -1.95467 0.0988472 0.1
2.34456 -1.7067 0.0986707 0.1
-2.62594 -1.28509 0.0829209 0.1
-2.51179 -1.44874 0.0976694 0.1
-2.4116 -1.61964 0.0943174 0.1
-2.32152 -1.39033 0.0961626 0.1
-1.91553 -1.69615 0.414469 0.5
-1.39948 -1.79486 0.0986062 0.1
-0.927644 -1.56076 0.0966322 0.1
-0.636763 -1.16401 0.0964493 0.1
-0.423017 -1.61334 0.429089 0.5
-0.00993155 -1.20605 0.146788 0.15
0.497366 -1.54249 0.380272 0.5
0.980611 -1.74498 0.0956489 0.1
1.02316 -1.52309 0.09598 0.1
1.31939 -1.60041 0.09315 0.1
1.1474 -1.84901 0.0943297 0.1
2.23575 -1.23165 0.448234 0.5
1.9787 -1.63828 0.0959311 0.1
1.73215 -1.39592 0.0990557 0.1
1.58348 1.46205 2.40348 0.1
1.54587 2.12632 2.53417 0.1
2.56279 -1.35368 0.0403796 0.1
-1.82621 -0.956829 0.118823 0.1
-2.39769 -0.872427 0.39728 0.5
-1.66053 -0.851056 0.0983289 0.1
-1.52457 -0.43248 0.114834 0.1
-1.77654 -0.534416 0.146806 0.15
-1.91304 -1.17011 0.10189 0.1
-1.17224 -1.08453 0.357398 0.5
-0.800208 -0.692657 0.0977418 0.1
-0.43709 -1.1165 0.096599 0.1
-0.649018 -0.904852 0.0974893 0.1
-0.238744 -1.11902 0.0988337 0.1
-0.237754 -0.906989 0.0892999 0.1
-0.133101 -1.00576 0.223541 0.1
-0.577366 -0.873111 0.295679 0.1
-0.552766 -0.67995 0.139784 0.15
-0.55934 -1.06153 0.246607 0.1
0.00727781 -0.963335 0.0891416 0.1
-0.0682307 -1.12976 0.388384 0.1
0.182951 -1.05666 0.093459 0.1
0.102887 -1.02369 0.271466 0.1
0.607794 -0.857603 0.0984498 0.1
0.649665 -0.452679 0.0981401 0.1
0.29154 -0.937364 0.211024 0.1
0.416573 -0.801157 0.097909 0.1
0.429009 -1.01999 0.0969026 0.1
0.926579 -0.758786 0.0978654 0.1
1.03735 -0.592802 0.0984784 0.1
0.826111 -0.935142 0.096108 0.1
0.706313 -0.673652 0.0994845 0.1
1.3012 -1.1074 0.424415 0.5
1.76828 -0.744776 0.101773 0.1
2.02084 -0.669619 0.402285 0.1
2.22829 -0.744007 0.096528 0.1
1.95785 -0.837148 0.0974999 0.1
1.79213 -0.959206 0.0960777 0.1
2.55185 -0.840656 0.0965836 0.1
2.71335 -0.953779 0.0974959 0.1
-2.80861 -0.524304 0.109554 0.1
-2.57737 -0.0807706 0.12718 0.1
-2.62453 0.119181 0.114435 0.1
-2.351 -0.32286 0.100323 0.1
-1.44162 -0.618577 0.0977327 0.1
-0.884002 -0.169538 0.376565 0.5
-0.555599 0.248404 0.0996647 0.1
-0.33972 0.365019 0.0981662 0.1
-0.0021847 -0.435716 0.35746 0.5
1.07604 -0.215895 0.106126 0.1
0.869742 -0.15114 0.0981038 0.1
0.847707 -0.535886 0.0976178 0.1
0.707344 -0.264397 0.0990108 0.1
0.517954 -0.205572 0.0963079 0.1
0.9004 -0.345229 0.0972515 0.1
0.933658 0.0357157 0.0995566 0.1
1.13336 0.0104574 0.0981075 0.1
1.12002 -0.410935 0.0987752 0.1
1.62499 -0.213141 0.359748 0.5
1.23916 -0.59684 0.0993161 0.1
2.06768 -0.537665 0.0986188 0.1
2.54551 -0.335196 0.422975 0.5
-2.60673 -0.379801 0.120089 0.1
-1.89974 0.6266 0.0966454 0.1
-1.79196 0.0649927 0.397283 0.5
-1.21718 0.442896 0.0959919 0.1
-1.43117 0.43146 0.0953506 0.1
-1.62327 0.556952 0.0994925 0.1
-1.33804 0.457019 0.265472 0.1
-1.04616 0.341093 0.102892 0.1
-1.4078 0.517904 0.441221 0.1
-1.28854 0.15527 0.0917438 0.1
-1.33699 0.60744 0.0975682 0.1
-0.373805 -0.0407405 0.0959952 0.1
0.181987 0.456454 0.389138 0.5
-0.190662 0.0814249 0.0991918 0.1
1.08885 0.548919 0.37109 0.5
0.674714 0.0496032 0.145945 0.15
1.63689 0.549372 0.100741 0.1
1.98017 0.49345 0.0990725 0.1
2.51813 0.182174 0.0980382 0.1
2.31734 0.160825 0.104406 0.1
2.16395 0.0199809 0.0998777 0.1
1.8812 0.276178 0.096058 0.1
2.12484 0.289306 0.0983503 0.1
1.6827 0.35531 0.0934365 0.1
2.90293 0.0136016 0.0964313 0.1
2.7067 0.254438 0.0964711 0.1
2.87321 0.402211 0.0982575 0.1
2.89474 0.207154 0.131623 0.1
-2.45225 0.754285 0.428576 0.5
-1.58003 1.09737 0.356208 0.5
-0.698591 0.750739 0.395812 0.5
-1.19549 0.749039 0.0843912 0.1
-1.03624 1.15227 0.104594 0.1
-0.195045 1.53399 0.100561 0.1
-0.352265 1.14379 0.10513 0.1
0.407276 0.887803 0.0756216 0.1
0.113162 0.996133 0.10118 0.1
-0.166322 0.900392 0.0978633 0.1
0.590014 0.807028 0.108451 0.1
1.13156 1.15053 0.35266 0.1
1.82728 0.702305 0.149618 0.15
2.45663 0.691203 0.418332 0.5
-2.47685 1.47063 0.0968778 0.1
-2.61415 1.24905 0.111614 0.1
-1.70817 1.62634 0.0994915 0.1
-2.08671 1.67891 0.0961483 0.1
-1.88272 1.72501 0.0984673 0.1
-2.18257 1.17408 0.0974844 0.1
-2.08666 1.4134 0.0976625 0.1
-1.92319 1.5256 0.0988013 0.1
-2.25704 1.53225 0.0978061 0.1
-2.33022 1.72324 0.0982949 0.1
-0.767118 1.62975 0.363375 0.5
-0.283405 1.33317 0.0965936 0.1
-0.298472 1.93424 0.10478 0.1
-0.00857592 1.97744 0.0976694 0.1
-0.0438254 1.73153 0.143091 0.15
-0.049289 1.11697 0.111454 0.1
-0.0531662 1.36286 0.107942 0.1
1.21531 1.61217 0.198637 0.1
0.572911 1.36588 0.364315 0.5
1.37307 1.65543 0.0906448 0.1
1.71046 1.28854 0.414156 0.5
1.23503 1.07767 0.0974753 0.1
1.11201 1.27034 0.0981501 0.1
2.22834 1.83118 0.100677 0.1
-1.01522 -0.745055 3.37158 0.1
2.63587 1.19526 0.0995427 0.1
2.17767 1.50885 0.0977167 0.1
-2.03194 2.07278 0.0976843 0.1
-2.00989 1.87612 0.0983209 0.1
-1.53292 2.09751 0.431027 0.5
-0.980134 2.30366 0.100146 0.1
-0.95221 2.17138 0.523549 0.1
-0.00937093 2.36544 0.0974577 0.1
-0.053117 2.17159 0.0975231 0.1
0.523533 1.96459 0.0975296 0.1
0.24501 1.81771 0.0966333 0.1
0.141963 2.12761 0.0997631 0.1
0.335745 2.03095 0.10037 0.1
0.787009 2.03931 0.133016 0.15
1.04462 1.63387 0.0987872 0.1
0.940503 1.81963 0.113944 0.1
0.773621 1.96052 0.402308 0.15
1.37525 2.17582 0.372154 0.5
1.76561 1.80814 0.100093 0.1
1.8787 1.98411 0.0990251 0.1
2.08071 2.01362 0.0982172 0.1
0.924438 1.22496 2.24985 0.1
-0.25484 -2.2336 2.92296 0.1
-1.26738 2.59107 0.103119 0.1
-1.05115 2.66509 0.0980295 0.1
-0.501804 2.53518 0.388556 0.5
-0.121928 2.89773 0.0992981 0.1
0.468193 2.5241 0.415903 0.5
1.1517 2.66201 0.0976047 0.1
0.91868 2.75054 0.0962658 0.1
-1.5743 -2.44424 0.77304 0.1
-0.796017 -2.77206 0.240416 0.1
-0.648597 -2.8279 0.103711 0.1
0.315949 -2.76328 0.142146 0.1
-2.2391 -1.85741 0.88256 0.1
-2.07634 -2.02814 0.885276 0.1
-1.3175 -1.70187 0.269299 0.1
-0.603941 -2.14361 0.627245 0.1
-0.89481 -1.93829 0.884847 0.15
-1.0311 -1.71259 0.181361 0.1
0.0784778 -2.00003 0.615753 0.15
0.185271 -2.00487 0.174435 0.1
0.215111 -2.18469 0.0986615 0.1
1.01027 -1.94226 0.199934 0.1
1.00653 -1.90051 0.425377 0.1
2.2947 -1.78671 0.636661 0.1
2.1456 -1.75242 0.0988186 0.1
2.26228 -1.81692 0.24666 0.1
0.693895 -0.534839 2.74689 0.1
-1.21134 -1.73303 0.101509 0.1
-1.31684 -1.67386 0.555187 0.1
-1.72086 -1.12717 0.0966576 0.1
-1.35276 -1.59409 0.0970707 0.1
-1.61349 -1.26308 0.708556 0.1
-0.873552 -1.82631 0.098914 0.1
-0.984296 -1.39186 1.17449 0.5
-0.704395 -2.04659 0.767176 0.1
-0.475086 -1.17855 0.913442 0.15
0.149832 -1.68205 0.824068 0.1
0.574307 -0.709354 0.248586 0.1
1.14722 -1.66171 0.159527 0.1
1.08986 -1.69179 0.461799 0.1
1.04102 -1.76738 0.284306 0.1
0.512862 -0.592803 0.0978684 0.1
1.753 -1.49085 1.19583 0.5
-2.8936 0.110148 0.211243 0.1
-2.67735 -1.11942 0.866022 0.1
-2.83179 -0.614377 0.722016 0.1
-1.68136 -0.710687 0.940267 0.5
-0.332494 -0.961138 0.251809 0.1
-1.14666 -0.589532 0.710552 0.1
-0.440301 -0.898466 0.0967167 0.1
-0.444682 -1.01544 0.403623 0.1
0.10602 -1.00435 0.973349 0.5
0.79532 -1.16779 0.729316 0.1
0.494087 -0.899844 0.260528 0.1
0.686619 -0.997461 0.219961 0.1
2.06806 -0.71044 0.20455 0.1
2.63568 -1.23806 0.883167 0.1
2.74502 -0.89612 0.473439 0.1
-2.57086 -0.0730541 0.834006 0.5
-2.12034 -0.42535 0.672633 0.15
-1.18333 0.406658 0.379199 0.1
-2.12788 -0.0407577 1.45758 0.1
-0.372963 0.167681 0.0950124 0.1
-0.519436 -0.728312 0.416292 0.1
-0.314616 0.0609851 0.25153 0.1
-0.380897 0.114212 0.612577 0.1
1.00017 0.234434 0.895221 0.1
0.80969 -0.398669 0.775736 0.5
0.432384 -0.019306 0.0989808 0.1
1.94213 0.376552 0.255742 0.1
2.07698 0.204933 0.406 0.1
2.83135 -0.65185 0.836198 0.1
-1.88522 0.630179 0.569799 0.1
-2.14736 0.343542 0.777691 0.1
-1.26931 0.533461 0.590174 0.1
-1.21969 0.733825 0.673201 0.1
-1.24218 0.291878 0.223247 0.1
-1.1924 0.329953 0.564131 0.1
-0.696406 0.370249 1.18835 0.5
-0.382285 0.317448 0.656766 0.1
0.61024 0.818512 0.60783 0.1
-0.389495 0.25319 0.268326 0.1
0.856377 -5.90579e-05 0.317707 0.1
0.656849 0.41405 0.790524 0.1
1.02584 -0.0788754 0.243924 0.1
0.491232 -0.0930351 0.280797 0.1
1.28401 0.0210993 0.85468 0.15
1.72817 0.463677 0.980603 0.5
2.54993 0.150264 1.18301 0.5
-2.08267 1.56121 0.251316 0.1
-2.18596 1.30932 0.243304 0.1
-2.32581 1.33597 0.10241 0.1
-2.22625 1.2056 0.643157 0.1
-1.02069 1.32062 1.14703 0.5
-0.621305 0.921103 0.962306 0.1
-0.399935 0.244159 0.467402 0.1
-0.0423956 1.03834 1.02009 0.5
0.924192 1.00252 1.107 0.5
1.38975 0.898856 0.742715 0.1
2.26801 1.51923 0.281377 0.1
-2.0393 1.55198 1.02283 0.5
-1.55629 1.23842 0.924089 0.1
-1.31268 1.56951 0.596888 0.1
-1.43659 1.62644 0.810226 0.15
-1.50118 1.40293 0.838523 0.1
-1.51055 1.81296 0.955826 0.1
-0.909332 1.87179 0.853762 0.1
-0.69629 1.83283 0.915047 0.1
0.408033 1.51345 0.920368 0.1
1.10092 1.64635 0.357004 0.1
1.22732 1.62617 0.55532 0.1
1.81773 1.06437 0.959275 0.1
1.21943 1.44265 0.0988589 0.1
1.48175 0.999688 0.8815 0.1
2.34831 1.2923 0.156348 0.15
1.98783 1.82565 0.281154 0.1
2.12397 1.67054 0.201372 0.1
2.43201 1.52186 0.11817 0.1
-2.02722 2.08454 0.762967 0.1
-1.58923 2.42665 0.937959 0.1
-1.4467 2.5231 0.834129 0.1
-1.57111 2.2352 1.02296 0.1
-1.75275 2.30883 0.946506 0.1
-1.16407 1.82873 0.838367 0.15
-0.956647 2.36189 1.13204 0.5
-0.659924 2.07137 0.724281 0.1
-1.00123 2.03707 0.674948 0.1
-0.0375372 1.88872 0.798482 0.5
-0.465211 2.23845 0.882001 0.1
0.689546 2.80855 0.892181 0.1
0.0592219 2.79634 0.843935 0.1
0.862083 1.94891 1.02701 0.5
1.95807 2.07583 0.258399 0.1
1.98005 1.74919 0.0928963 0.1
