ITEM: TIMESTEP
200
ITEM: NUMBER OF ATOMS
466
ITEM: BOX BOUNDS pp pp ff
-3.0000000000000000e+00 3.0000000000000000e+00
-3.0000000000000000e+00 3.0000000000000000e+00
0.0000000000000000e+00 1.7000000000000000e+01
ITEM: ATOMS x y z radius
0.521953 0.465401 5.84043 0.1
1.2789 -1.45418 5.93824 0.1
-0.0511527 0.27736 5.88185 0.1
0.569301 0.241299 5.91493 0.1
-0.346023 0.389905 6.20766 0.1
0.260245 1.94172 6.28043 0.1
-0.934853 -0.0718051 6.25981 0.15
0.195626 -0.112988 6.2173 0.1
0.944328 -0.687063 6.36925 0.1
-0.358748 -1.47525 6.41838 0.1
-1.45202 -0.166076 6.43198 0.1
-1.18435 -1.31861 6.52664 0.1
0.944898 0.901648 6.60431 0.1
0.918991 1.47705 6.55863 0.1
1.67187 -0.89333 6.59916 0.1
0.149703 0.0577387 6.69629 0.1
-0.176994 1.26841 6.73531 0.1
1.17353 -0.503002 6.70697 0.1
0.833916 -0.376504 6.75879 0.1
-1.0656 -1.59345 6.81782 0.1
-0.668287 0.104727 6.77563 0.1
0.49297 1.35471 6.77763 0.1
0.623551 0.020236 6.83731 0.1
1.59808 -0.994312 6.85527 0.1
0.955986 -0.735971 6.89619 0.1
1.01176 0.678083 6.99045 0.1
-0.310161 -0.871376 7.0798 0.1
-0.254297 -1.97463 7.04944 0.1
-1.6907 0.359237 7.15089 0.1
-1.98298 -0.0172357 7.19183 0.1
1.54412 0.0999496 7.24973 0.5
0.62509 1.89277 7.25816 0.5
-0.329105 0.729977 7.31716 0.1
-1.19513 1.39478 7.31264 0.1
1.05602 0.518287 7.4017 0.1
-1.79759 -0.0887827 7.33371 0.1
-0.468714 -1.67598 7.38968 0.1
-0.893412 0.422153 7.39475 0.1
0.329684 1.00684 7.40666 0.1
-0.551665 0.158019 7.44286 0.1
-0.833899 0.667425 7.47055 0.15
0.914433 0.883071 7.54677 0.1
-1.49587 -1.01211 7.60416 0.1
0.297384 -1.87092 7.58512 0.15
-0.882027 -0.229505 7.6104 0.1
-0.45317 -0.434026 7.57844 0.1
-1.00863 -0.0942728 7.77478 0.1
1.29879 0.755924 7.72987 0.1
1.43685 1.17711 7.74602 0.1
1.19614 -0.490544 7.6732 0.1
-1.38307 -1.26258 7.67798 0.1
-0.0194986 0.28633 7.81812 0.1
-1.40485 0.680787 7.8596 0.1
0.572107 -0.601884 7.85137 0.5
0.684318 1.33748 7.86324 0.1
0.49602 0.615492 7.82312 0.1
0.811958 -1.42782 7.90625 0.1
-0.276609 -0.964629 7.90576 0.1
-0.251038 0.798556 7.93884 0.1
-1.86778 0.137799 7.96757 0.1
0.499397 1.36816 8.0299 0.1
1.93322 -0.364933 8.02428 0.15
-0.19861 1.95745 8.06783 0.15
-1.1367 -0.456922 8.06756 0.1
1.26373 -0.512361 8.08642 0.1
1.59166 -1.02166 8.09478 0.5
-0.241098 -0.129873 8.16863 0.1
0.854186 0.307103 8.15839 0.15
0.600511 0.787983 8.17368 0.1
-0.181736 1.56181 8.1743 0.1
-1.20097 -0.723001 8.25408 0.1
0.728196 -1.20178 8.25271 0.1
-1.8357 -0.625546 8.24504 0.5
1.67694 0.406551 8.1975 0.1
0.207318 0.388674 8.20964 0.1
1.45844 -0.032637 8.26434 0.1
-0.0894369 0.834352 8.26058 0.15
-0.36729 -1.04636 8.2688 0.1
-0.882828 -1.68695 8.29379 0.1
1.7267 0.606584 8.36535 0.1
-0.603372 -0.873822 8.41451 0.1
0.142869 1.195 10.4459 0.1
0.918336 -1.52025 10.5257 0.1
0.587261 -1.91148 10.5491 0.1
-1.35427 -1.24206 10.4319 0.5
0.42501 -0.853884 10.8554 0.1
-1.02114 1.64362 10.7242 0.1
-0.268051 -1.13305 10.8554 0.1
1.8195 0.355583 10.7971 0.5
-1.28402 -0.468335 10.8746 0.1
0.813747 0.648386 10.946 0.1
1.72163 -0.630936 10.9101 0.1
0.84481 -1.27606 11.124 0.15
-0.00159146 1.2524 11.0864 0.1
0.699218 -0.249951 11.0829 0.15
-0.87901 -1.52643 11.0352 0.1
0.698783 0.440752 11.1702 0.1
1.68189 -0.553605 11.27 0.1
-0.46834 0.602523 11.2032 0.1
0.84359 -1.78484 11.2089 0.1
0.841637 1.4002 11.2594 0.5
-0.456794 -1.33677 11.2463 0.1
-1.38557 0.747102 11.2329 0.1
-0.92945 -1.26232 11.2084 0.1
-0.180581 0.981163 11.4695 0.1
0.0952555 0.959263 11.3857 0.1
1.98178 -0.14346 11.2972 0.1
0.915851 0.702657 11.4047 0.1
-0.478565 0.758495 11.4302 0.1
1.19541 -0.818234 11.5605 0.1
-0.917525 -0.84337 11.6529 0.1
-1.51584 -0.771924 11.7114 0.5
-1.18125 -1.30356 11.5621 0.1
1.34394 -0.384881 11.732 0.1
-1.27884 -1.4788 11.6309 0.1
-1.10353 0.965334 11.7379 0.1
-1.60357 0.784968 11.8119 0.1
-1.03727 -1.45367 11.7602 0.1
1.42465 0.0444671 11.8466 0.1
0.0115019 1.31218 11.6807 0.1
-0.121511 1.76759 11.7233 0.1
-0.134006 -0.232208 11.7985 0.1
0.727737 -0.931385 11.8988 0.1
-1.81711 -0.197919 11.8599 0.1
0.104741 0.38206 11.8937 0.1
-0.0419413 -0.9066 11.9 0.5
0.546209 0.12667 11.8545 0.1
-1.31176 1.20036 12.0358 0.1
1.59581 0.726854 12.0671 0.1
-1.3549 0.206182 11.9575 0.1
0.410567 0.407266 11.9379 0.1
0.417753 1.16855 11.896 0.1
0.986586 1.55063 12.2193 0.1
1.0025 1.01576 12.2047 0.1
-1.1439 -1.58097 12.09 0.1
0.279689 0.726169 11.889 0.1
1.6239 0.935695 11.8818 0.1
0.0523426 -0.277918 11.8962 0.1
-0.447446 -0.217957 11.8535 0.15
1.7074 0.244182 11.9006 0.1
1.84046 0.601774 11.8906 0.1
-0.154338 -1.96492 12.2868 0.1
-1.28965 0.797347 12.249 0.1
0.806735 -1.20359 12.2793 0.1
1.35225 -0.771908 11.8902 0.1
-1.29636 0.0371478 11.789 0.1
0.17188 0.77934 12.3413 0.1
1.05437 0.77841 12.4166 0.1
1.10926 -0.603663 12.4253 0.1
-1.75945 0.921038 12.3726 0.1
-1.10423 1.23361 12.4045 0.1
-0.615325 -1.77262 11.8286 0.1
1.09647 0.293148 11.7731 0.1
1.07906 -0.277854 11.8108 0.1
-1.14432 -0.591586 12.3499 0.1
-0.940298 0.406883 11.7796 0.1
0.862458 -0.675103 11.7612 0.1
1.26986 -1.49173 11.7872 0.5
-0.80919 -0.0565936 11.8119 0.1
1.25879 0.4122 12.5089 0.15
-0.167047 0.447009 11.8431 0.1
-1.64101 -0.525307 12.5999 0.1
-1.40987 0.348746 8.54312 0.1
1.79018 -0.440586 8.54032 0.1
-0.426196 0.919934 8.55656 0.1
-0.940844 -0.768564 8.50165 0.1
1.2569 0.690955 8.55063 0.1
1.01342 0.606074 8.59853 0.1
-0.711399 -0.48167 8.62461 0.1
0.0685813 0.645422 8.69756 0.1
-1.32356 -1.10521 8.60898 0.1
1.10557 1.37681 8.64965 0.1
1.48175 -0.219516 8.69364 0.1
1.65289 0.189605 8.60844 0.1
1.06598 -0.0890729 8.7934 0.1
-0.891673 1.65527 8.80509 0.5
0.0530948 0.364454 8.72912 0.1
0.149216 -0.128331 8.79947 0.1
0.401575 1.27025 8.83244 0.1
0.799338 -1.53025 8.86896 0.1
0.184546 1.67139 8.79068 0.1
-1.53372 -1.16175 8.80951 0.1
-0.334098 0.809886 8.78861 0.1
-1.32016 0.134128 8.77596 0.1
0.991876 -1.54188 8.7755 0.1
-1.91015 0.0539957 8.87561 0.1
-0.871075 -0.158998 8.77388 0.1
0.0180916 0.0651679 8.94788 0.1
-0.342827 -1.89249 8.98345 0.5
1.54796 0.608235 8.9313 0.1
-0.987771 -1.45956 9.0232 0.1
-0.62473 0.166841 8.96483 0.1
1.10352 -1.11726 9.00418 0.1
1.33473 0.78255 8.96491 0.1
-0.489798 -0.0413932 9.02901 0.1
0.749658 -0.49876 8.93712 0.1
-0.98017 -1.71866 8.94242 0.1
1.20807 0.109756 9.01704 0.1
0.125709 0.794233 8.95342 0.1
1.03048 -0.645962 9.00684 0.1
-1.70852 0.840454 8.95538 0.5
1.51277 1.07744 8.95384 0.1
-0.238928 0.342698 8.98427 0.1
1.84022 0.565496 8.90295 0.1
-0.299572 1.09281 8.99034 0.1
-0.992179 0.448231 8.95753 0.1
-1.46683 -0.952549 8.98729 0.1
1.31889 -1.43528 9.02326 0.1
-0.205119 0.568381 8.97696 0.1
1.72261 -0.131165 8.91548 0.1
-1.28739 -1.20779 8.94569 0.1
1.30428 1.01692 9.07457 0.1
1.08082 1.31127 9.03166 0.1
1.00006 0.0106269 9.12836 0.1
-0.129035 -0.683776 9.03708 0.5
1.4275 0.0676324 9.03833 0.1
-0.479542 0.344063 9.03827 0.1
1.9097 0.343688 9.1218 0.1
-0.66919 0.915497 9.2273 0.1
-1.73286 -0.114231 9.18864 0.15
0.761932 1.79829 9.30319 0.5
-0.67712 -0.36275 9.35265 0.1
-0.414899 -1.20433 9.30418 0.1
0.68329 0.0630821 9.43366 0.1
1.03844 1.07131 9.42187 0.1
1.67593 -0.67688 9.40023 0.5
0.331205 -1.44561 9.39378 0.1
0.784665 -0.134859 9.4835 0.1
-0.385233 1.39524 9.57082 0.1
0.436803 1.35418 9.69437 0.1
0.93296 0.26638 9.68501 0.1
-0.481734 -0.501106 9.92327 0.1
0.667055 -0.804753 9.92229 0.1
-1.30188 -0.700037 9.884 0.1
-0.31414 0.256055 10.0513 0.1
0.442651 -0.360838 10.0582 0.1
-1.1386 -0.4401 10.0243 0.1
-0.126944 -1.55568 10.0201 0.1
-0.761891 -1.09451 10.1261 0.1
-0.258116 1.84914 10.1989 0.1
-0.543814 0.126069 10.1775 0.1
-0.328287 -1.51186 10.2582 0.15
0.610428 -0.540217 10.2807 0.1
-1.76548 -0.482599 10.3603 0.15
1.6374 -0.193012 10.296 0.1
0.997989 1.20103 10.3759 0.1
0.941207 -1.12727 10.3784 0.1
-0.39467 -1.21277 10.4434 0.1
-0.762019 0.740932 10.4631 0.5
-1.64216 0.168918 10.4542 0.5
0.762076 0.209189 10.439 0.1
-1.26451 -0.638475 10.6302 0.1
0.514481 -1.11085 10.5905 0.1
1.51111 1.17944 10.688 0.1
-0.200509 -1.95817 10.7051 0.1
-0.926771 -0.236151 10.6983 0.1
1.65545 -0.781299 10.7068 0.1
-1.81539 0.721956 10.8496 0.1
-1.15062 1.56294 10.962 0.1
0.342294 0.927514 10.9598 0.1
0.595909 -0.561277 11.1003 0.1
-0.591187 -0.0841288 11.3511 0.1
0.874583 -0.891912 11.3885 0.1
-1.12736 0.434827 11.6287 0.1
0.664032 0.390997 11.6387 0.1
-1.73473 0.438009 11.6554 0.1
-0.784282 -1.42823 11.6507 0.1
1.45054 -0.779662 11.5894 0.1
-0.0556679 0.389252 11.5982 0.1
0.310951 -1.84123 11.746 0.5
-0.859306 1.6425 11.7225 0.5
0.536012 0.752411 11.8208 0.1
1.36925 0.934273 11.8259 0.1
1.82164 0.264906 12.4996 0.1
-0.808719 -0.134336 12.6263 0.1
-1.38772 0.596915 12.7292 0.1
1.48365 -0.305617 12.7243 0.1
0.802278 -0.11703 12.7222 0.5
-1.26748 1.49835 14.9499 0.1
0.193775 0.768022 13.6951 0.1
-0.288087 -1.87311 14.2387 0.1
0.59768 1.20547 14.2925 0.1
0.3495 -1.94674 14.1822 0.5
-0.707603 -0.679512 12.954 0.1
0.349288 -1.51294 13.1082 0.1
-0.94579 0.114549 14.0442 0.1
1.01032 0.395394 13.7338 0.15
-1.22411 -1.54326 14.274 0.1
-0.424241 1.78436 13.8576 0.15
-1.47102 0.491949 13.8807 0.1
0.524214 -1.5361 15.2293 0.1
0.333772 1.71191 13.4949 0.1
0.424637 0.865987 14.3686 0.1
-0.743223 0.655426 14.07 0.1
-0.83959 1.00509 13.4216 0.1
-0.408795 1.38218 14.0896 0.1
1.31215 1.33221 13.7006 0.1
-0.620093 -1.90018 13.9229 0.1
0.581943 0.723718 13.2368 0.1
-0.921702 0.954067 15.7019 0.1
1.99275 0.0954393 14.205 0.5
1.12318 1.29452 16.4659 0.1
0.175803 -1.28494 14.2233 0.1
-1.92326 -0.172616 13.0949 0.1
-1.0409 1.51364 15.3738 0.1
0.268665 -0.542117 14.2136 0.1
-0.1503 1.90097 15.614 0.1
1.00249 0.85003 14.0813 0.1
0.287934 -0.68943 13.0234 0.1
1.19002 0.593327 13.0217 0.1
0.45639 -1.45133 15.7899 0.1
1.02562 1.59024 14.2855 0.1
-1.55551 0.604708 14.2614 0.1
0.199217 0.241123 14.3577 0.1
-0.461178 0.975808 13.2004 0.1
0.17938 -1.166 13.9013 0.1
-0.239704 -0.705925 14.3869 0.1
0.694541 1.15508 16.4751 0.1
-0.96104 -0.203897 13.5297 0.1
-1.88114 -0.336621 15.7185 0.1
0.019843 1.50055 13.6829 0.1
-0.0449472 0.573122 14.2959 0.1
0.193539 0.814516 16.4524 0.1
-0.421725 0.0659452 14.3804 0.1
-0.484437 -1.92664 12.8166 0.1
0.824817 -1.3036 14.1269 0.1
0.969222 1.71217 13.2805 0.5
0.145687 0.568045 13.6332 0.1
-0.734495 -0.652649 13.3282 0.1
1.64221 0.615096 14.3766 0.1
-0.681786 1.22889 13.6597 0.1
-1.77355 -0.0502157 14.3818 0.1
1.75266 0.938629 16.4424 0.1
1.18283 -0.177475 13.6765 0.1
-0.0088793 -1.23438 16.5004 0.1
-1.06046 0.927813 14.0148 0.1
0.996063 0.836242 13.2229 0.15
1.41673 -0.958261 13.6987 0.5
0.0581883 1.97047 13.9413 0.1
-0.511044 -1.11395 14.3552 0.1
-1.51051 0.803533 15.4223 0.1
0.885531 -0.882169 12.9808 0.15
-0.960852 -1.04239 14.3309 0.1
-0.257591 -1.32594 13.2074 0.5
-0.787636 -1.80279 14.3895 0.1
0.695364 -1.01989 12.8346 0.1
0.480309 0.553105 16.5064 0.1
-1.83851 0.194595 16.1385 0.1
0.74111 -0.165792 14.2763 0.1
1.87853 0.423834 13.1119 0.1
0.415385 1.38267 14.0583 0.1
-0.511046 -1.1574 16.4914 0.1
-0.523944 -1.92939 16.441 0.5
0.134326 1.61666 14.386 0.1
-1.31691 -1.34331 14.2667 0.1
-1.02229 -1.64522 14.028 0.1
-1.50644 1.31307 13.1918 0.5
-0.247031 0.150255 12.7793 0.5
1.13213 -0.371915 14.03 0.15
-0.00146926 -0.693901 14.3888 0.1
-0.0562546 -1.47075 13.96 0.1
1.09697 0.696978 13.7818 0.1
-0.104778 -1.00016 14.3054 0.15
-0.0247092 0.71242 13.5371 0.1
-0.342454 0.380841 14.3856 0.1
-0.30969 -0.96643 14.0647 0.1
0.255071 -1.01603 13.63 0.1
-0.0784601 1.32154 13.7803 0.1
-1.66293 -0.866176 13.7071 0.1
-1.24166 -0.512038 14.3773 0.5
-0.84219 1.30515 13.3995 0.1
0.519046 -0.399568 15.835 0.1
0.341237 -0.82842 14.1749 0.1
1.25356 0.557543 13.3983 0.1
0.20133 -0.250953 15.7482 0.1
-1.41912 0.914392 14.3704 0.1
0.873347 -1.6512 14.3269 0.1
-1.28395 0.697387 12.8991 0.1
0.438356 -0.556527 14.0108 0.1
1.65264 -0.126763 13.5398 0.15
0.0623688 0.232077 14.1217 0.1
0.396087 1.03119 16.4204 0.15
0.462049 1.66029 14.5471 0.1
1.10311 -0.0422188 14.2515 0.15
-0.881042 0.3248 13.3221 0.1
0.252096 0.97901 12.9426 0.1
0.746527 -1.11888 13.5199 0.1
-1.35775 0.35191 13.4253 0.1
-0.739131 1.4304 14.3049 0.1
-1.15302 1.13248 14.3094 0.15
-1.0006 -1.00131 13.9189 0.1
-1.24565 0.440208 13.9686 0.1
-0.818305 -1.25937 16.4804 0.1
-1.87351 -0.156846 16.1566 0.1
1.56321 0.786494 15.7969 0.1
-0.658496 0.661904 14.4458 0.1
1.48988 0.492848 15.797 0.1
-1.73664 0.320374 16.2947 0.1
1.42845 0.0183365 14.439 0.1
0.999022 -1.44528 15.9374 0.1
0.79451 1.33071 16.4111 0.1
-1.47675 0.289467 14.8469 0.1
0.994547 -0.641094 16.4917 0.1
-0.254436 -0.299879 16.3821 0.1
-1.17191 -0.361942 15.4029 0.1
-1.12453 0.0916873 14.6612 0.1
-0.926742 0.247519 16.3987 0.1
-0.300424 -1.23298 15.0788 0.1
1.70646 0.549337 15.4307 0.1
1.14306 -0.519419 15.8447 0.1
-1.80406 -0.842914 16.1304 0.1
-0.0659417 -0.281992 16.145 0.1
-1.03822 -1.38932 15.2916 0.1
-0.827341 -1.12728 14.6587 0.1
-1.90327 -0.311837 15.2821 0.1
-0.177202 1.75815 16.4686 0.1
0.0665984 -0.680511 16.5011 0.1
-0.692246 1.41518 16.4783 0.1
-1.1088 0.419044 16.458 0.1
1.30679 -0.821395 14.6665 0.1
0.224492 1.03516 15.505 0.1
1.88561 -0.581043 16.1783 0.5
-1.65626 -0.745235 16.5035 0.15
0.803527 0.874357 16.4545 0.1
-1.1597 0.988463 16.4706 0.1
-1.25956 -1.46815 14.9545 0.15
0.824439 0.33957 16.2686 0.1
1.0565 0.594412 16.0552 0.1
-0.305813 0.207127 15.7107 0.1
-0.934442 -1.16863 15.2491 0.1
-0.341942 0.988188 15.2089 0.5
1.62173 0.341628 15.4943 0.1
0.305259 -1.51487 16.4256 0.1
-0.391308 -0.715771 14.9131 0.1
-0.441512 -0.495675 16.5064 0.1
0.00942154 -1.65225 16.4786 0.1
0.619754 0.197322 15.1531 0.5
1.47603 -0.443568 15.6366 0.15
0.221899 1.45947 16.3185 0.1
-1.12691 0.091427 15.9679 0.1
-0.291523 0.379585 16.4079 0.5
1.24192 1.00127 16.4138 0.1
1.02651 0.606723 15.3824 0.1
-0.388087 1.41816 16.5063 0.1
1.08012 1.6357 15.6591 0.15
1.32953 1.41544 16.4706 0.1
1.0271 -1.5925 14.4895 0.1
-1.68674 -0.963446 14.752 0.1
-0.465788 -0.497797 15.4305 0.1
-0.938758 -1.70537 16.0405 0.1
1.50606 0.30738 16.4974 0.5
-1.00938 -0.582372 16.3121 0.5
0.407057 1.4135 16.4302 0.1
1.56797 0.938596 14.8962 0.1
-1.59046 1.13182 15.5626 0.1
0.556864 -0.793667 16.1383 0.1
0.885478 -1.77259 16.4808 0.5
-0.903645 0.439911 16.5041 0.1
-0.466071 -1.25451 15.3115 0.1
0.546428 -0.186547 16.4573 0.5
1.1334 1.02685 15.9068 0.1
-1.23563 0.756453 15.5679 0.1
0.836035 -0.766242 16.4317 0.1
1.8411 -0.648019 14.6874 0.1
-0.765801 1.1884 16.384 0.1
-1.75778 0.935715 16.4221 0.5
