ITEM: TIMESTEP
4300
ITEM: NUMBER OF ATOMS
6764
ITEM: BOX BOUNDS pp pp ff
-3.0000000000000000e+00 3.0000000000000000e+00
-3.0000000000000000e+00 3.0000000000000000e+00
0.0000000000000000e+00 1.7000000000000000e+01
ITEM: ATOMS x y z radius
-0.970543 -2.73808 0.0948131 0.1
-0.728079 -2.54452 0.0953307 0.1
-0.781238 -2.72867 0.141486 0.1
-0.626022 -2.83665 0.0925759 0.1
-0.21038 -2.54202 0.391658 0.5
0.287684 -2.70451 0.0980135 0.1
0.420898 -2.8594 0.0985683 0.1
0.182156 -2.89298 0.0990269 0.1
0.768012 -2.4534 0.3831 0.5
1.46311 -2.4996 0.0978269 0.1
1.40146 2.55641 3.7316 0.1
-1.43195 -1.82779 0.0940803 0.1
-1.16013 -2.26403 0.396414 0.5
-0.872734 -1.84262 0.0892169 0.1
-0.607456 -2.15002 0.594347 0.1
-0.155144 -2.03495 0.0860091 0.1
0.04852 -1.8716 0.0978823 0.1
0.376179 -2.08379 0.0986622 0.1
0.264781 -2.38391 0.0851433 0.1
0.0311332 -2.09748 0.0895976 0.1
0.242183 -2.10411 0.527289 0.15
0.191471 -2.00937 0.145215 0.1
0.203438 -2.19852 0.0975524 0.1
1.13181 -2.08483 0.0901709 0.1
0.855548 -1.94325 0.090619 0.1
1.15511 -1.84079 0.0904957 0.1
1.02586 -1.95197 0.188103 0.1
1.03782 -1.92043 0.407836 0.1
1.63117 -2.0017 0.396276 0.5
1.27273 -2.35683 0.0885068 0.1
2.14491 -1.95376 0.0966573 0.1
2.24394 -1.83965 0.228503 0.1
-2.62787 -1.28402 0.0819586 0.1
-2.50927 -1.44107 0.0982456 0.1
-2.41422 -1.61458 0.0935483 0.1
-2.31933 -1.38474 0.0951325 0.1
-1.92017 -1.69792 0.408802 0.5
-1.34956 -1.66228 0.233687 0.1
-1.24745 -1.75763 0.0941904 0.1
-1.25857 -1.67298 0.409453 0.1
-1.4358 -1.55462 0.0931733 0.1
-0.943114 -1.58901 0.0982895 0.1
-1.0494 -1.75754 0.0964797 0.1
-1.15183 -1.67329 0.241869 0.1
-1.01875 -1.68103 0.38654 0.1
-0.424528 -1.61795 0.397596 0.5
0.498978 -1.5436 0.341842 0.5
0.987693 -1.74641 0.0876882 0.1
1.0275 -1.51911 0.0840066 0.1
1.1491 -1.65471 0.159602 0.1
1.128 -1.67712 0.42238 0.1
1.04453 -1.7759 0.273593 0.1
1.32248 -1.60544 0.0842935 0.1
1.72403 -1.44873 0.0981702 0.1
2.3356 -1.72057 0.0967963 0.1
2.24612 -1.23153 0.427633 0.5
1.97371 -1.62728 0.0880197 0.1
2.12308 -1.7555 0.0970424 0.1
