ITEM: TIMESTEP
600
ITEM: NUMBER OF ATOMS
898
ITEM: BOX BOUNDS pp pp ff
-3.0000000000000000e+00 3.0000000000000000e+00
-3.0000000000000000e+00 3.0000000000000000e+00
0.0000000000000000e+00 1.7000000000000000e+01
ITEM: ATOMS x y z radius
0.421445 2.70922 1.28233 0.5
0.811188 2.0055 0.758829 0.5
2.31838 0.125989 2.64991 0.1
0.31034 -0.535898 0.761385 0.1
0.378685 2.38929 3.68341 0.1
1.5704 -1.02643 2.25823 0.15
0.685596 2.32144 1.79394 0.1
-0.843801 0.0945647 1.34813 0.15
-2.65712 2.80527 1.92799 0.15
-1.32041 -0.655636 0.834525 0.1
2.78855 -2.06843 1.78871 0.1
2.71757 -2.20406 0.244873 0.1
0.880851 0.334407 1.7402 0.1
-1.21619 1.57128 0.848963 0.1
1.85466 -0.734536 4.02399 0.1
-1.84487 -0.756462 1.45066 0.1
-2.54278 -0.787369 0.558633 0.5
-1.84405 -1.47237 1.35831 0.5
0.0777196 2.4114 0.436841 0.5
2.65018 -2.76566 3.23608 0.1
-0.114378 1.81071 0.70515 0.1
0.38717 0.26083 0.357827 0.1
-0.147361 -2.88616 1.9432 0.1
-1.66503 -0.917759 1.07568 0.1
-0.564628 -1.58615 1.7472 0.5
1.58652 0.660974 2.58191 0.1
-1.0201 1.38301 1.14204 0.1
-1.34598 -2.34923 1.04435 0.5
0.845675 -2.0791 2.25427 0.15
-1.67511 -1.94401 0.465625 0.1
-0.773843 1.50525 0.371188 0.5
-0.47983 2.54564 1.85408 0.5
0.755473 2.65798 1.89393 0.1
0.269844 -1.71015 3.18615 0.1
0.132519 1.66375 1.20602 0.1
0.982412 2.78066 2.14833 0.1
-0.401471 0.385326 0.522067 0.1
2.66726 -2.64363 0.438451 0.1
-1.30656 -1.08635 0.221492 0.1
-2.00888 -2.04413 2.74765 0.1
-2.92179 1.87622 0.164678 0.1
0.97596 -0.633427 1.2338 0.1
-2.61785 -0.900096 1.16541 0.1
0.337308 1.14 0.737483 0.1
-0.993388 -1.38551 0.970637 0.1
1.30247 2.23284 1.45161 0.5
1.35546 1.09106 1.14195 0.1
-1.18333 -2.29115 2.71934 0.1
-0.143251 1.01713 3.83744 0.1
-1.01867 -1.08562 0.0600409 0.1
0.100958 -1.60369 0.130058 0.1
0.652025 0.0174408 3.4833 0.1
2.10508 -0.824438 0.67545 0.5
-1.44923 -0.537133 0.473489 0.1
-0.549116 0.30913 0.938794 0.1
0.663971 -0.95671 0.198418 0.1
-0.180621 -2.3699 2.09668 0.1
0.837601 0.562547 1.1271 0.1
1.87267 -0.127941 0.609355 0.1
-0.836021 2.44845 0.440187 0.5
-2.79562 -1.65348 0.958273 0.1
0.102037 -0.978506 2.28991 0.1
-0.220727 1.52519 0.187272 0.1
0.721055 0.484191 2.36504 0.1
1.71524 -1.48055 1.1915 0.5
-0.240878 -2.66587 0.37801 0.5
0.539674 -1.66309 1.59619 0.1
-0.612023 -0.775248 4.13286 0.1
-2.18169 0.928641 2.56602 0.1
1.98144 0.386272 3.09545 0.1
-0.248483 2.75666 0.728432 0.1
-0.753012 -1.09666 0.879004 0.1
-1.94004 -0.108682 0.344147 0.5
0.835765 2.84806 0.714057 0.1
-2.6636 0.640731 1.69777 0.1
-0.228216 -0.992349 0.618348 0.5
-0.876834 -0.23405 3.8077 0.1
2.64778 0.0724316 0.863607 0.1
2.13819 1.70834 0.360502 0.1
1.35603 0.123425 0.945986 0.1
-2.9926 -1.49302 2.67825 0.1
0.764844 -1.30068 3.19141 0.1
-0.325033 1.9396 3.37891 0.1
2.06876 2.53307 2.23738 0.1
-1.39476 -2.55149 0.0860474 0.1
-1.72645 -0.874906 0.698268 0.1
1.59668 -2.17242 0.74908 0.5
-1.33513 1.30158 1.05007 0.1
2.05935 -1.80585 0.682411 0.1
0.273285 -1.18751 2.51065 0.1
2.0378 -2.98102 1.96573 0.1
-1.0181 2.49842 1.56936 0.1
0.354949 1.87457 1.24526 0.1
-0.473487 -0.291443 0.444064 0.5
0.175909 1.251 0.658904 0.1
-2.52608 -2.34291 2.20024 0.1
-2.9359 1.45582 0.857167 0.1
1.15728 0.252741 3.44139 0.1
0.823717 -0.197332 0.638195 0.5
2.39886 -1.60541 1.93781 0.1
-1.16148 1.05316 1.23219 0.1
-1.66827 1.66929 0.59732 0.5
0.257593 -0.905954 3.34618 0.1
0.942644 1.3729 0.35931 0.1
-0.994034 2.58655 2.612 0.1
-1.16594 0.785788 1.23916 0.1
-0.0120196 2.60989 2.45877 0.1
-1.15245 1.95171 2.46415 0.5
-2.02787 -1.21553 2.58074 0.5
0.256129 -0.695157 1.08033 0.1
-1.46102 1.90913 1.08725 0.1
-2.56952 -1.3476 0.33664 0.1
-1.11197 -1.29756 3.05888 0.1
0.0423922 -1.38906 1.3622 0.1
1.07236 2.67551 1.08625 0.15
-1.21344 1.34718 1.69456 0.5
1.16589 -2.57743 0.882739 0.1
1.29618 -1.66797 0.718989 0.1
0.669571 2.72944 0.764539 0.1
-0.831583 -2.70954 0.484845 0.1
-0.53847 1.18704 0.728365 0.1
-2.09605 -0.725653 1.23462 0.1
1.69609 -1.51455 0.131635 0.1
1.51142 -0.512421 1.39464 0.5
2.38094 -1.00048 2.60211 0.1
2.65177 -0.374072 0.30026 0.1
0.680709 -2.74872 1.65574 0.1
1.18439 2.5263 0.0156319 0.1
0.222405 -0.513153 1.1144 0.1
-0.339759 -1.21564 1.38591 0.1
-0.23169 -0.770597 1.98236 0.1
0.724885 -1.3183 0.146804 0.1
-2.41122 -0.917526 1.65123 0.5
0.26229 -0.638552 0.767384 0.1
-1.32349 0.849958 1.94959 0.1
-1.59834 2.33864 2.02621 0.1
-0.969011 0.186117 1.40821 0.1
1.14093 -2.10837 0.193811 0.1
0.512534 -0.0819237 1.1944 0.1
1.20831 1.51125 2.86322 0.1
-1.31017 2.43538 0.814746 0.1
-0.00820574 -1.91392 2.79071 0.1
-2.05935 -1.44136 0.518746 0.5
-0.741108 2.03848 1.15272 0.5
-0.821744 -1.16304 3.7537 0.1
-0.283855 2.63794 3.53352 0.1
0.81635 0.397853 2.46938 0.1
-0.0281714 -0.694234 0.14682 0.1
-0.914366 0.76359 1.01579 0.1
0.33707 0.949727 0.887036 0.1
1.22428 2.03344 0.0274834 0.1
2.0818 1.93348 0.993931 0.1
-1.01741 -0.216522 0.607369 0.1
-2.96527 2.01337 1.77564 0.1
-1.54525 -0.608992 1.98074 0.5
-2.51446 -0.629363 2.46513 0.1
1.26358 -1.10355 0.347484 0.5
1.07938 0.75355 0.561601 0.5
-0.107798 0.653589 1.86777 0.1
-0.906271 1.13076 1.34484 0.1
2.71843 1.47412 0.942936 0.1
-1.98738 1.25721 2.25246 0.15
1.88107 -1.98994 1.67383 0.1
1.3783 -0.818561 0.929644 0.1
-2.23153 1.42027 3.33236 0.1
-1.16158 0.420869 1.26887 0.1
2.21995 -1.82938 0.592134 0.1
1.75432 0.544836 2.86465 0.1
-1.10292 1.18925 0.804447 0.1
-2.46049 -2.19144 2.34052 0.1
-2.61392 -1.3679 0.526822 0.1
-1.48332 1.88991 1.80737 0.1
-0.457991 -1.18017 4.11041 0.1
-1.29953 -1.08837 0.927123 0.1
-2.14324 1.63073 1.66439 0.1
-0.439502 -0.110896 3.4876 0.1
1.45954 -2.81988 1.43246 0.15
-1.5369 1.37477 1.05826 0.1
0.0847534 0.327103 0.929468 0.5
-0.0645782 1.59089 0.0925662 0.1
-1.31709 -1.6127 3.64902 0.1
-1.79177 0.995788 1.83297 0.1
-1.88975 -1.02216 0.802565 0.1
-2.25568 -0.321413 1.7239 0.1
-1.57942 2.40053 1.35097 0.1
-0.931895 -1.02298 2.93599 0.15
0.345828 0.526689 2.29893 0.1
0.46807 2.14452 3.57421 0.1
1.95742 2.20819 0.321637 0.1
-0.600365 -2.74755 2.74362 0.1
-2.25289 0.614509 3.1261 0.1
1.7528 1.29148 0.455297 0.1
-2.77527 -0.541492 4.14672 0.1
0.341103 -0.533788 0.447751 0.1
2.49407 -1.39246 1.54008 0.1
-1.27983 1.80095 0.965677 0.1
-2.52487 0.963997 3.71812 0.1
2.32117 1.73334 2.00399 0.1
-0.424487 -2.46676 1.37178 0.5
-2.09818 1.89599 0.258077 0.1
